Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"HEI","HEICO CORP","Equity","0.01","125.76","32,714.00","4,114,112.64","4,114,112.64","Industrials","US4228061093","New York Stock Exchange Inc.","United States","USD"
"3283","NIPPON PROLOGIS REIT INC","Equity","0.01","3,621.31","1,136.00","4,113,807.38","4,113,807.38","Real Estate","JP3047550003","Tokyo Stock Exchange","Japan","JPY"
"GALP","GALP ENERGIA SGPS SA","Equity","0.01","10.18","401,767.00","4,091,955.43","4,091,955.43","Energy","PTGAL0AM0009","Nyse Euronext - Euronext Lisbon","Portugal","EUR"
"LXS","LANXESS AG","Equity","0.01","73.89","54,914.00","4,057,339.45","4,057,339.45","Materials","DE0005470405","Xetra","Germany","EUR"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Equity","0.01","2.82","1,435,400.00","4,047,140.31","4,047,140.31","Industrials","SG1F60858221","Singapore Exchange","Singapore","SGD"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Equity","0.01","62.65","64,394.00","4,034,457.32","4,034,457.32","Communication","FR0000054470","Nyse Euronext - Euronext Paris","France","EUR"
"BN4","KEPPEL LTD","Equity","0.01","3.93","1,013,460.00","3,980,857.61","3,980,857.61","Industrials","SG1U68934629","Singapore Exchange","Singapore","SGD"
"SCHB","SCHIBSTED B","Equity","0.01","49.71","79,983.00","3,976,229.78","3,976,229.78","Communication","NO0010736879","Oslo Bors Asa","Norway","NOK"
"SCHA","SCHIBSTED CLASS A","Equity","0.01","55.83","71,088.00","3,968,998.80","3,968,998.80","Communication","NO0003028904","Oslo Bors Asa","Norway","NOK"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Equity","0.01","35.30","112,234.00","3,962,091.56","3,962,091.56","Industrials","CA36168Q1046","Toronto Stock Exchange","Canada","CAD"
"AMUN","AMUNDI SA","Equity","0.01","94.16","42,025.00","3,956,906.74","3,956,906.74","Financials","FR0004125920","Nyse Euronext - Euronext Paris","France","EUR"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Equity","0.01","4.72","835,814.00","3,944,974.67","3,944,974.67","Real Estate","HK0000608585","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"1821","ESR CAYMAN LTD","Equity","0.01","3.06","1,288,666.00","3,939,077.82","3,939,077.82","Real Estate","KYG319891092","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"ATO","ATOS","Equity","0.01","50.55","77,786.00","3,931,842.41","3,931,842.41","Information Technology","FR0000051732","Nyse Euronext - Euronext Paris","France","EUR"
"ABN","ABN AMRO BANK NV","Equity","0.01","13.76","285,071.00","3,923,920.61","3,923,920.61","Financials","NL0011540547","Euronext Amsterdam","Netherlands","EUR"
"RUN","SUNRUN INC","Equity","0.01","44.67","87,320.00","3,900,584.40","3,900,584.40","Industrials","US86771W1053","NASDAQ","United States","USD"
"3092","ZOZO INC","Equity","0.01","37.85","103,100.00","3,902,424.82","3,902,424.82","Consumer Discretionary","JP3399310006","Tokyo Stock Exchange","Japan","JPY"
"LATO B","LATOUR INVESTMENT CLASS B","Equity","0.01","34.98","111,448.00","3,898,723.52","3,898,723.52","Industrials","SE0010100958","Nasdaq Omx Nordic","Sweden","SEK"
"VIFN","VIFOR PHARMA AG","Equity","0.01","142.95","27,240.00","3,893,977.40","3,893,977.40","Health Care","CH0364749348","SIX Swiss Exchange","Switzerland","CHF"
"ROCK B","ROCKWOOL INTERNATIONAL B","Equity","0.01","543.30","7,167.00","3,893,847.86","3,893,847.86","Industrials","DK0010219153","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"LI","KLEPIERRE REIT SA","Equity","0.01","24.67","157,184.00","3,877,997.91","3,877,997.91","Real Estate","FR0000121964","Nyse Euronext - Euronext Paris","France","EUR"
"4185","JSR CORP","Equity","0.01","33.71","114,800.00","3,870,015.01","3,870,015.01","Materials","JP3385980002","Tokyo Stock Exchange","Japan","JPY"
"4324","DENTSU GROUP INC","Equity","0.01","37.49","102,600.00","3,846,158.05","3,846,158.05","Communication","JP3551520004","Tokyo Stock Exchange","Japan","JPY"
"VOE","VOESTALPINE AG","Equity","0.01","45.05","84,925.00","3,825,750.83","3,825,750.83","Materials","AT0000937503","Wiener Boerse Ag","Austria","EUR"
"SAM","BOSTON BEER INC CLASS A","Equity","0.01","576.72","6,627.00","3,821,923.44","3,821,923.44","Consumer Staples","US1005571070","New York Stock Exchange Inc.","United States","USD"
"TRYG","TRYG","Equity","0.01","25.18","151,271.00","3,809,258.31","3,809,258.31","Financials","DK0060636678","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"VSCO","VICTORIA S SECRET","Equity","0.01","66.92","56,802.00","3,801,189.84","3,801,189.84","Consumer Discretionary","US9264001028","New York Stock Exchange Inc.","United States","USD"
"GJF","GJENSIDIGE FORSIKRING","Equity","0.01","23.87","158,964.00","3,795,035.55","3,795,035.55","Financials","NO0010582521","Oslo Bors Asa","Norway","NOK"
"EO","FAURECIA","Equity","0.01","48.81","77,611.00","3,788,384.07","3,788,384.07","Consumer Discretionary","FR0000121147","Nyse Euronext - Euronext Paris","France","EUR"
"LUN","LUNDIN MINING CORP","Equity","0.01","8.12","465,872.00","3,782,191.56","3,782,191.56","Materials","CA5503721063","Toronto Stock Exchange","Canada","CAD"
"LUND B","LUNDBERGFORETAGEN CLASS B","Equity","0.01","62.93","60,039.00","3,778,329.90","3,778,329.90","Financials","SE0000108847","Nasdaq Omx Nordic","Sweden","SEK"
"7261","MAZDA MOTOR CORP","Equity","0.01","8.66","435,500.00","3,772,312.45","3,772,312.45","Consumer Discretionary","JP3868400007","Tokyo Stock Exchange","Japan","JPY"
"7259","AISIN CORP","Equity","0.01","37.94","99,398.00","3,771,344.89","3,771,344.89","Consumer Discretionary","JP3102000001","Tokyo Stock Exchange","Japan","JPY"
"6823","HKT TRUST AND HKT UNITS LTD","Equity","0.01","1.34","2,798,223.00","3,759,163.72","3,759,163.72","Communication","HK0000093390","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"RAA","RATIONAL AG","Equity","0.01","1,133.65","3,315.00","3,758,042.85","3,758,042.85","Industrials","DE0007010803","Xetra","Germany","EUR"
"AZJ","AURIZON HOLDINGS LTD","Equity","0.01","2.79","1,340,127.00","3,736,310.26","3,736,310.26","Industrials","AU000000AZJ1","Asx - All Markets","Australia","AUD"
"7747","ASAHI INTECC LTD","Equity","0.01","29.53","125,700.00","3,711,355.26","3,711,355.26","Health Care","JP3110650003","Tokyo Stock Exchange","Japan","JPY"
"BB","BLACKBERRY LTD","Equity","0.01","11.22","330,205.00","3,703,772.97","3,703,772.97","Information Technology","CA09228F1036","Toronto Stock Exchange","Canada","CAD"
"DLG","DIRECT LINE INSURANCE PLC","Equity","0.01","4.27","867,692.00","3,705,329.44","3,705,329.44","Financials","GB00BY9D0Y18","London Stock Exchange","United Kingdom","GBP"
"FDJ","LA FRANCAISE DES JEUX SA","Equity","0.01","51.15","72,193.00","3,692,575.57","3,692,575.57","Consumer Discretionary","FR0013451333","Nyse Euronext - Euronext Paris","France","EUR"
"BOL","BOLLORE","Equity","0.01","6.04","611,598.00","3,691,109.22","3,691,109.22","Communication","FR0000039299","Nyse Euronext - Euronext Paris","France","EUR"
"4704","TREND MICRO INC","Equity","0.01","54.05","68,079.00","3,679,443.70","3,679,443.70","Information Technology","JP3637300009","Tokyo Stock Exchange","Japan","JPY"
"MF","WENDEL","Equity","0.01","145.60","25,218.00","3,671,732.23","3,671,732.23","Financials","FR0000121204","Nyse Euronext - Euronext Paris","France","EUR"
"ALD","AMPOL LTD","Equity","0.01","20.40","178,787.00","3,647,130.99","3,647,130.99","Energy","AU0000088338","Asx - All Markets","Australia","AUD"
"CLN","CLARIANT AG","Equity","0.01","21.45","169,785.00","3,642,023.09","3,642,023.09","Materials","CH0012142631","SIX Swiss Exchange","Switzerland","CHF"
"1812","KAJIMA CORP","Equity","0.01","12.92","281,067.00","3,631,455.71","3,631,455.71","Industrials","JP3210200006","Tokyo Stock Exchange","Japan","JPY"
"FOX","FOX CORP CLASS B","Equity","0.01","34.32","105,666.00","3,626,457.12","3,626,457.12","Communication","US35137L2043","NASDAQ","United States","USD"
"V03","VENTURE CORPORATION LTD","Equity","0.01","14.20","254,700.00","3,617,187.17","3,617,187.17","Information Technology","SG0531000230","Singapore Exchange","Singapore","SGD"
"3626","TIS INC","Equity","0.01","28.16","127,600.00","3,593,303.31","3,593,303.31","Information Technology","JP3104890003","Tokyo Stock Exchange","Japan","JPY"
"ORI","ORICA LTD","Equity","0.01","9.66","369,935.00","3,572,061.10","3,572,061.10","Materials","AU000000ORI1","Asx - All Markets","Australia","AUD"
"JD.","JD SPORTS FASHION PLC","Equity","0.01","13.93","255,590.00","3,560,232.92","3,560,232.92","Consumer Discretionary","GB00BYX91H57","London Stock Exchange","United Kingdom","GBP"
"INDU C","INDUSTRIVARDEN SERIES","Equity","0.01","35.13","101,332.00","3,560,130.74","3,560,130.74","Financials","SE0000107203","Nasdaq Omx Nordic","Sweden","SEK"
"BLDP","BALLARD POWER SYSTEMS INC","Equity","0.01","16.55","215,034.00","3,559,843.16","3,559,843.16","Industrials","CA0585861085","Toronto Stock Exchange","Canada","CAD"
"IVN","IVANHOE MINES LTD CLASS A","Equity","0.01","8.06","440,656.00","3,552,971.68","3,552,971.68","Materials","CA46579R1047","Toronto Stock Exchange","Canada","CAD"
"8473","SBI HOLDINGS INC","Equity","0.01","23.88","148,900.00","3,555,012.06","3,555,012.06","Financials","JP3436120004","Tokyo Stock Exchange","Japan","JPY"
"REA","REA GROUP LTD","Equity","0.01","110.09","32,231.00","3,548,329.29","3,548,329.29","Communication","AU000000REA9","Asx - All Markets","Australia","AUD"
"BIM","BIOMERIEUX SA","Equity","0.01","125.13","28,344.00","3,546,639.23","3,546,639.23","Health Care","FR0013280286","Nyse Euronext - Euronext Paris","France","EUR"
"EMP.A","EMPIRE LTD CLASS A","Equity","0.01","32.60","108,173.00","3,526,567.84","3,526,567.84","Consumer Staples","CA2918434077","Toronto Stock Exchange","Canada","CAD"
"9041","KINTETSU GROUP HOLDINGS LTD","Equity","0.01","35.39","99,400.00","3,518,183.89","3,518,183.89","Industrials","JP3260800002","Tokyo Stock Exchange","Japan","JPY"
"2269","MEIJI HOLDINGS LTD","Equity","0.01","61.87","56,700.00","3,508,120.65","3,508,120.65","Consumer Staples","JP3918000005","Tokyo Stock Exchange","Japan","JPY"
"7276","KOITO MANUFACTURING LTD","Equity","0.01","61.14","57,200.00","3,497,420.50","3,497,420.50","Consumer Discretionary","JP3284600008","Tokyo Stock Exchange","Japan","JPY"
"6806","HIROSE ELECTRIC LTD","Equity","0.01","168.87","20,650.00","3,487,229.88","3,487,229.88","Information Technology","JP3799000009","Tokyo Stock Exchange","Japan","JPY"
"9008","KEIO CORP","Equity","0.01","55.96","62,187.00","3,479,823.94","3,479,823.94","Industrials","JP3277800003","Tokyo Stock Exchange","Japan","JPY"
"3003","HULIC LTD","Equity","0.01","11.80","294,134.00","3,471,105.03","3,471,105.03","Real Estate","JP3360800001","Tokyo Stock Exchange","Japan","JPY"
"IAG","IA FINANCIAL INC","Equity","0.01","56.79","60,899.00","3,458,449.78","3,458,449.78","Financials","CA45075E1043","Toronto Stock Exchange","Canada","CAD"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Equity","0.01","8.65","399,339.00","3,455,667.06","3,455,667.06","Financials","GB00BGXQNP29","London Stock Exchange","United Kingdom","GBP"
"EVN","EVOLUTION MINING LTD","Equity","0.01","2.90","1,191,087.00","3,451,179.94","3,451,179.94","Materials","AU000000EVN4","Asx - All Markets","Australia","AUD"
"AMBU B","AMBU CLASS B","Equity","0.01","29.47","116,882.00","3,444,960.73","3,444,960.73","Health Care","DK0060946788","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"DIA","DIASORIN","Equity","0.01","225.24","15,188.00","3,420,989.32","3,420,989.32","Health Care","IT0003492391","Borsa Italiana","Italy","EUR"
"NEM","NEMETSCHEK","Equity","0.01","98.12","34,725.00","3,407,233.81","3,407,233.81","Information Technology","DE0006452907","Xetra","Germany","EUR"
"9766","KONAMI HOLDINGS CORP","Equity","0.01","63.24","53,773.00","3,400,412.63","3,400,412.63","Communication","JP3300200007","Tokyo Stock Exchange","Japan","JPY"
"VOLV A","VOLVO CLASS A","Equity","0.01","23.26","145,550.00","3,385,453.38","3,385,453.38","Industrials","SE0000115420","Nasdaq Omx Nordic","Sweden","SEK"
"TIT","TELECOM ITALIA","Equity","0.01","0.45","7,483,921.00","3,380,230.57","3,380,230.57","Communication","IT0003497168","Borsa Italiana","Italy","EUR"
"4183","MITSUI CHEMICALS INC","Equity","0.01","33.80","100,100.00","3,383,572.18","3,383,572.18","Materials","JP3888300005","Tokyo Stock Exchange","Japan","JPY"
"SECU B","SECURITAS B","Equity","0.01","16.63","202,846.00","3,372,624.50","3,372,624.50","Industrials","SE0000163594","Nasdaq Omx Nordic","Sweden","SEK"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.01","185.78","18,087.00","3,360,202.86","3,360,202.86","Communication","US5303071071","NASDAQ","United States","USD"
"SE","SEA ADS REPRESENTING LTD CLASS A","Equity","0.01","331.82","10,048.00","3,334,127.36","3,334,127.36","Communication","US81141R1005","New York Stock Exchange Inc.","Singapore","USD"
"EMBRAC B","EMBRACER GROUP","Equity","0.01","22.42","147,000.00","3,296,335.20","3,296,335.20","Communication","SE0013121589","Nasdaq Omx Nordic","Sweden","SEK"
"TEN","TENARIS SA","Equity","0.01","10.06","327,371.00","3,294,840.82","3,294,840.82","Energy","LU0156801721","Borsa Italiana","Italy","EUR"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Equity","0.01","33.23","98,985.00","3,289,141.31","3,289,141.31","Financials","IL0006954379","Tel Aviv Stock Exchange","Israel","ILS"
"RPRX","ROYALTY PHARMA PLC CLASS A","Equity","0.01","39.00","83,491.00","3,256,149.00","3,256,149.00","Health Care","GB00BMVP7Y09","NASDAQ","United States","USD"
"2371","KAKAKU.COM INC","Equity","0.01","30.89","105,266.00","3,251,699.83","3,251,699.83","Communication","JP3206000006","Tokyo Stock Exchange","Japan","JPY"
"OSH","OAK STREET HEALTH INC","Equity","0.01","46.00","70,254.00","3,231,684.00","3,231,684.00","Health Care","US67181A1079","New York Stock Exchange Inc.","United States","USD"
"EVK","EVONIK INDUSTRIES AG","Equity","0.01","34.28","94,002.00","3,222,021.48","3,222,021.48","Materials","DE000EVNK013","Xetra","Germany","EUR"
"INDU A","INDUSTRIVARDEN A","Equity","0.01","36.82","87,064.00","3,205,373.97","3,205,373.97","Financials","SE0000190126","Nasdaq Omx Nordic","Sweden","SEK"
"4613","KANSAI PAINT LTD","Equity","0.01","25.89","123,700.00","3,202,097.27","3,202,097.27","Materials","JP3229400001","Tokyo Stock Exchange","Japan","JPY"
"HIK","HIKMA PHARMACEUTICALS PLC","Equity","0.01","34.72","92,269.00","3,203,942.30","3,203,942.30","Health Care","GB00B0LCW083","London Stock Exchange","United Kingdom","GBP"
"RF","EURAZEO","Equity","0.01","102.53","31,069.00","3,185,607.41","3,185,607.41","Financials","FR0000121121","Nyse Euronext - Euronext Paris","France","EUR"
"4062","IBIDEN LTD","Equity","0.01","53.41","59,400.00","3,172,539.92","3,172,539.92","Information Technology","JP3148800000","Tokyo Stock Exchange","Japan","JPY"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Equity","0.01","44.31","71,580.00","3,171,730.07","3,171,730.07","Utilities","CA11284V1058","Toronto Stock Exchange","Canada","CAD"
"REH","REECE LTD","Equity","0.01","14.94","211,508.00","3,159,935.76","3,159,935.76","Industrials","AU000000REH4","Asx - All Markets","Australia","AUD"
"2897","NISSIN FOODS HOLDINGS LTD","Equity","0.01","78.34","39,500.00","3,094,445.20","3,094,445.20","Consumer Staples","JP3675600005","Tokyo Stock Exchange","Japan","JPY"
"ADE","ADEVINTA","Equity","0.01","21.40","143,685.00","3,074,613.53","3,074,613.53","Communication","NO0010844038","Oslo Bors Asa","Norway","NOK"
"4021","NISSAN CHEMICAL CORP","Equity","0.01","54.96","55,700.00","3,061,080.02","3,061,080.02","Materials","JP3670800006","Tokyo Stock Exchange","Japan","JPY"
"TMV","TEAMVIEWER AG","Equity","0.01","34.70","87,875.00","3,049,337.98","3,049,337.98","Information Technology","DE000A2YN900","Xetra","Germany","EUR"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Equity","0.01","5.00","609,212.00","3,044,052.04","3,044,052.04","Industrials","NZAIAE0002S6","New Zealand Exchange Ltd","New Zealand","NZD"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Equity","0.01","1.53","1,988,626.00","3,032,795.19","3,032,795.19","Real Estate","SG1S03926213","Singapore Exchange","Singapore","SGD"
"H78","HONGKONG LAND HOLDINGS LTD","Equity","0.01","4.25","711,351.00","3,023,241.75","3,023,241.75","Real Estate","BMG4587L1090","Singapore Exchange","Hong Kong","USD"
"SCR","SCOR","Equity","0.01","30.24","99,956.00","3,022,753.10","3,022,753.10","Financials","FR0010411983","Nyse Euronext - Euronext Paris","France","EUR"
"CU","CANADIAN UTILITIES LTD CLASS A","Equity","0.01","28.39","105,964.00","3,008,423.05","3,008,423.05","Utilities","CA1367178326","Toronto Stock Exchange","Canada","CAD"
"YRI","YAMANA GOLD INC","Equity","0.01","4.34","693,890.00","3,009,603.53","3,009,603.53","Materials","CA98462Y1007","Toronto Stock Exchange","Canada","CAD"
"VCX","VICINITY CENTRES","Equity","0.01","1.26","2,387,632.00","3,006,007.80","3,006,007.80","Real Estate","AU000000VCX7","Asx - All Markets","Australia","AUD"
"PAAS","PAN AMERICAN SILVER CORP","Equity","0.01","25.59","116,794.00","2,988,389.99","2,988,389.99","Materials","CA6979001089","Toronto Stock Exchange","Canada","CAD"
"1801","TAISEI CORP","Equity","0.01","31.62","94,198.00","2,978,372.69","2,978,372.69","Industrials","JP3443600006","Tokyo Stock Exchange","Japan","JPY"
"3391","TSURUHA HOLDINGS INC","Equity","0.01","129.38","23,000.00","2,975,842.77","2,975,842.77","Consumer Staples","JP3536150000","Tokyo Stock Exchange","Japan","JPY"
"REE","RED ELECTRICA SA","Equity","0.01","20.13","146,923.00","2,958,293.65","2,958,293.65","Utilities","ES0173093024","Bolsa De Madrid","Spain","EUR"
"DISCA","DISCOVERY INC SERIES A","Equity","0.01","27.85","106,263.00","2,959,424.55","2,959,424.55","Communication","US25470F1049","NASDAQ","United States","USD"
"6845","AZBIL CORP","Equity","0.01","42.49","69,400.00","2,948,892.23","2,948,892.23","Information Technology","JP3937200008","Tokyo Stock Exchange","Japan","JPY"
"BMW3","BMW PREF AG","Equity","0.01","81.00","36,015.00","2,917,219.86","2,917,219.86","Consumer Discretionary","DE0005190037","Xetra","Germany","EUR"
"RCO","REMY COINTREAU SA","Equity","0.01","195.27","14,908.00","2,911,136.59","2,911,136.59","Consumer Staples","FR0000130395","Nyse Euronext - Euronext Paris","France","EUR"
"SGD","SGD CASH","Cash","0.01","74.39","3,894,529.00","2,897,284.00","2,897,284.00","Cash and/or Derivatives","-","-","Singapore","SGD"
"BTO","B2GOLD CORP","Equity","0.01","3.81","755,409.00","2,874,376.70","2,874,376.70","Materials","CA11777Q2099","Toronto Stock Exchange","Canada","CAD"
"AM","DASSAULT AVIATION SA","Equity","0.01","1,139.19","2,492.00","2,838,870.08","2,838,870.08","Industrials","FR0000121725","Nyse Euronext - Euronext Paris","France","EUR"
"2587","SUNTORY BEVERAGE & FOOD LTD","Equity","0.01","39.35","71,900.00","2,829,420.86","2,829,420.86","Consumer Staples","JP3336560002","Tokyo Stock Exchange","Japan","JPY"
